"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
35,New Mexico,1979,2,"885,000","544,420",61.5,"508,483",57.5,"35,937",6.6
36,New York,1979,2,"13,269,000","7,967,468",60,"7,402,825",55.8,"564,643",7.1
51000,New York city,1979,2,"5,536,000","3,064,349",55.4,"2,800,882",50.6,"263,467",8.6
37,North Carolina,1979,2,"4,164,000","2,796,087",67.1,"2,666,508",64,"129,579",4.6
38,North Dakota,1979,2,"462,000","299,626",64.9,"286,706",62.1,"12,920",4.3
39,Ohio,1979,2,"7,929,000","5,067,951",63.9,"4,777,984",60.3,"289,967",5.7
40,Oklahoma,1979,2,"2,143,000","1,292,478",60.3,"1,251,327",58.4,"41,151",3.2
41,Oregon,1979,2,"1,901,000","1,231,737",64.8,"1,145,379",60.3,"86,358",7
42,Pennsylvania,1979,2,"8,980,000","5,360,392",59.7,"4,991,187",55.6,"369,205",6.9
44,Rhode Island,1979,2,"718,000","459,408",64,"430,768",60,"28,640",6.2
45,South Carolina,1979,2,"2,150,000","1,371,914",63.8,"1,301,408",60.5,"70,506",5.1
46,South Dakota,1979,2,"492,000","326,765",66.4,"315,628",64.2,"11,137",3.4
47,Tennessee,1979,2,"3,301,000","2,013,437",61,"1,899,806",57.6,"113,631",5.6
48,Texas,1979,2,"9,740,000","6,397,642",65.7,"6,113,863",62.8,"283,779",4.4
49,Utah,1979,2,"917,000","593,101",64.7,"570,485",62.2,"22,616",3.8
50,Vermont,1979,2,"365,000","243,444",66.7,"230,582",63.2,"12,862",5.3
51,Virginia,1979,2,"3,801,000","2,520,725",66.3,"2,393,901",63,"126,824",5
53,Washington,1979,2,"2,895,000","1,881,952",65,"1,750,142",60.5,"131,810",7
54,West Virginia,1979,2,"1,424,000","748,172",52.5,"697,896",49,"50,276",6.7
55,Wisconsin,1979,2,"3,399,000","2,293,003",67.5,"2,187,109",64.3,"105,894",4.6
56,Wyoming,1979,2,"314,000","218,372",69.5,"213,159",67.9,"5,213",2.4
1,Alabama,1979,3,"2,778,000","1,651,916",59.5,"1,535,922",55.3,"115,994",7
2,Alaska,1979,3,"257,000","184,735",71.9,"167,740",65.3,"16,995",9.2
4,Arizona,1979,3,"1,879,000","1,141,140",60.7,"1,079,814",57.5,"61,326",5.4
5,Arkansas,1979,3,"1,639,000","969,124",59.1,"907,743",55.4,"61,381",6.3
6,California,1979,3,"17,078,000","11,179,494",65.5,"10,471,986",61.3,"707,508",6.3
37,Los Angeles County,1979,3,"5,535,000","3,661,153",66.1,"3,450,305",62.3,"210,848",5.8
8,Colorado,1979,3,"2,050,000","1,408,652",68.7,"1,342,410",65.5,"66,242",4.7
9,Connecticut,1979,3,"2,331,000","1,556,341",66.8,"1,476,436",63.3,"79,905",5.1
10,Delaware,1979,3,"438,000","280,987",64.2,"261,010",59.6,"19,977",7.1
11,District of Columbia,1979,3,"504,000","330,656",65.6,"306,099",60.7,"24,557",7.4
12,Florida,1979,3,"7,184,000","4,108,520",57.2,"3,850,714",53.6,"257,806",6.3
13,Georgia,1979,3,"3,801,000","2,456,219",64.6,"2,324,268",61.1,"131,951",5.4
15,Hawaii,1979,3,"638,000","426,107",66.8,"399,608",62.6,"26,499",6.2
16,Idaho,1979,3,"644,000","425,923",66.1,"400,551",62.2,"25,372",6
17,Illinois,1979,3,"8,406,000","5,431,075",64.6,"5,134,804",61.1,"296,271",5.5
18,Indiana,1979,3,"3,965,000","2,625,583",66.2,"2,477,354",62.5,"148,229",5.6
19,Iowa,1979,3,"2,139,000","1,413,192",66.1,"1,355,958",63.4,"57,234",4
20,Kansas,1979,3,"1,713,000","1,156,056",67.5,"1,121,367",65.5,"34,689",3
21,Kentucky,1979,3,"2,609,000","1,593,282",61.1,"1,507,850",57.8,"85,432",5.4
22,Louisiana,1979,3,"2,884,000","1,695,385",58.8,"1,592,543",55.2,"102,842",6.1
23,Maine,1979,3,"815,000","497,171",61,"463,942",56.9,"33,229",6.7
24,Maryland,1979,3,"3,105,000","2,096,891",67.5,"1,975,445",63.6,"121,446",5.8
25,Massachusetts,1979,3,"4,328,000","2,857,018",66,"2,693,808",62.2,"163,210",5.7
26,Michigan,1979,3,"6,696,000","4,306,298",64.3,"3,989,890",59.6,"316,408",7.3
27,Minnesota,1979,3,"2,942,000","2,021,790",68.7,"1,940,433",66,"81,357",4
28,Mississippi,1979,3,"1,741,000","1,015,800",58.3,"957,822",55,"57,978",5.7
29,Missouri,1979,3,"3,609,000","2,295,581",63.6,"2,197,231",60.9,"98,350",4.3
30,Montana,1979,3,"571,000","365,916",64.1,"346,853",60.7,"19,063",5.2
31,Nebraska,1979,3,"1,135,000","756,136",66.6,"736,133",64.9,"20,003",2.6
32,Nevada,1979,3,"556,000","393,641",70.8,"374,748",67.4,"18,893",4.8
33,New Hampshire,1979,3,"662,000","449,935",68,"435,909",65.8,"14,026",3.1
34,New Jersey,1979,3,"5,540,000","3,546,405",64,"3,301,820",59.6,"244,585",6.9
35,New Mexico,1979,3,"887,000","545,588",61.5,"509,509",57.4,"36,079",6.6
36,New York,1979,3,"13,271,000","7,968,558",60,"7,408,717",55.8,"559,841",7
51000,New York city,1979,3,"5,533,000","3,061,280",55.3,"2,797,304",50.6,"263,976",8.6
37,North Carolina,1979,3,"4,171,000","2,797,733",67.1,"2,666,461",63.9,"131,272",4.7
38,North Dakota,1979,3,"462,000","299,888",64.9,"286,998",62.1,"12,890",4.3
39,Ohio,1979,3,"7,934,000","5,063,252",63.8,"4,772,653",60.2,"290,599",5.7
40,Oklahoma,1979,3,"2,147,000","1,295,406",60.3,"1,254,625",58.4,"40,781",3.1
41,Oregon,1979,3,"1,906,000","1,233,330",64.7,"1,147,929",60.2,"85,401",6.9
42,Pennsylvania,1979,3,"8,985,000","5,358,243",59.6,"4,990,182",55.5,"368,061",6.9
44,Rhode Island,1979,3,"718,000","460,487",64.1,"431,487",60.1,"29,000",6.3
45,South Carolina,1979,3,"2,154,000","1,372,382",63.7,"1,303,380",60.5,"69,002",5
46,South Dakota,1979,3,"492,000","326,638",66.4,"315,533",64.1,"11,105",3.4
47,Tennessee,1979,3,"3,308,000","2,016,772",61,"1,902,490",57.5,"114,282",5.7
48,Texas,1979,3,"9,769,000","6,413,638",65.7,"6,133,154",62.8,"280,484",4.4
49,Utah,1979,3,"919,000","596,189",64.9,"572,802",62.3,"23,387",3.9
50,Vermont,1979,3,"366,000","243,453",66.5,"230,892",63.1,"12,561",5.2
51,Virginia,1979,3,"3,806,000","2,520,464",66.2,"2,396,637",63,"123,827",4.9
53,Washington,1979,3,"2,904,000","1,890,961",65.1,"1,760,059",60.6,"130,902",6.9
54,West Virginia,1979,3,"1,426,000","748,865",52.5,"697,635",48.9,"51,230",6.8
55,Wisconsin,1979,3,"3,403,000","2,294,703",67.4,"2,191,913",64.4,"102,790",4.5
56,Wyoming,1979,3,"315,000","219,201",69.6,"214,172",68,"5,029",2.3
1,Alabama,1979,4,"2,782,000","1,654,464",59.5,"1,537,206",55.3,"117,258",7.1
2,Alaska,1979,4,"257,000","184,383",71.7,"167,695",65.3,"16,688",9.1
4,Arizona,1979,4,"1,888,000","1,141,757",60.5,"1,083,109",57.4,"58,648",5.1
5,Arkansas,1979,4,"1,641,000","971,238",59.2,"910,173",55.5,"61,065",6.3
6,California,1979,4,"17,114,000","11,195,157",65.4,"10,497,326",61.3,"697,831",6.2
37,Los Angeles County,1979,4,"5,540,000","3,652,839",65.9,"3,446,599",62.2,"206,240",5.6
8,Colorado,1979,4,"2,056,000","1,415,391",68.8,"1,350,293",65.7,"65,098",4.6
9,Connecticut,1979,4,"2,333,000","1,557,503",66.8,"1,478,086",63.4,"79,417",5.1
10,Delaware,1979,4,"439,000","280,593",63.9,"260,814",59.4,"19,779",7
11,District of Columbia,1979,4,"504,000","329,656",65.4,"305,842",60.7,"23,814",7.2
12,Florida,1979,4,"7,210,000","4,114,736",57.1,"3,861,612",53.6,"253,124",6.2
13,Georgia,1979,4,"3,809,000","2,456,102",64.5,"2,327,806",61.1,"128,296",5.2
15,Hawaii,1979,4,"640,000","426,702",66.7,"400,593",62.6,"26,109",6.1
16,Idaho,1979,4,"645,000","426,699",66.2,"401,808",62.3,"24,891",5.8
17,Illinois,1979,4,"8,410,000","5,426,910",64.5,"5,135,796",61.1,"291,114",5.4
18,Indiana,1979,4,"3,969,000","2,623,894",66.1,"2,473,190",62.3,"150,704",5.7
19,Iowa,1979,4,"2,140,000","1,414,486",66.1,"1,357,328",63.4,"57,158",4
20,Kansas,1979,4,"1,715,000","1,155,723",67.4,"1,121,061",65.4,"34,662",3
21,Kentucky,1979,4,"2,612,000","1,597,506",61.2,"1,511,619",57.9,"85,887",5.4
22,Louisiana,1979,4,"2,890,000","1,701,530",58.9,"1,594,694",55.2,"106,836",6.3
23,Maine,1979,4,"816,000","497,120",60.9,"463,841",56.8,"33,279",6.7
24,Maryland,1979,4,"3,108,000","2,100,074",67.6,"1,978,903",63.7,"121,171",5.8
25,Massachusetts,1979,4,"4,331,000","2,857,968",66,"2,697,654",62.3,"160,314",5.6
26,Michigan,1979,4,"6,703,000","4,305,927",64.2,"3,989,580",59.5,"316,347",7.3
27,Minnesota,1979,4,"2,946,000","2,025,651",68.8,"1,943,022",66,"82,629",4.1
28,Mississippi,1979,4,"1,743,000","1,016,400",58.3,"960,073",55.1,"56,327",5.5
29,Missouri,1979,4,"3,612,000","2,296,622",63.6,"2,196,655",60.8,"99,967",4.4
30,Montana,1979,4,"571,000","366,764",64.2,"347,665",60.9,"19,099",5.2
31,Nebraska,1979,4,"1,135,000","756,387",66.6,"735,886",64.8,"20,501",2.7
32,Nevada,1979,4,"559,000","395,934",70.8,"376,659",67.4,"19,275",4.9
33,New Hampshire,1979,4,"664,000","450,483",67.8,"436,897",65.8,"13,586",3
34,New Jersey,1979,4,"5,544,000","3,547,580",64,"3,304,557",59.6,"243,023",6.9
35,New Mexico,1979,4,"890,000","546,647",61.4,"510,580",57.4,"36,067",6.6
36,New York,1979,4,"13,274,000","7,969,332",60,"7,412,399",55.8,"556,933",7
51000,New York city,1979,4,"5,530,000","3,059,125",55.3,"2,793,895",50.5,"265,230",8.7
37,North Carolina,1979,4,"4,178,000","2,798,448",67,"2,666,281",63.8,"132,167",4.7
38,North Dakota,1979,4,"463,000","300,025",64.8,"287,245",62,"12,780",4.3
39,Ohio,1979,4,"7,938,000","5,055,128",63.7,"4,764,352",60,"290,776",5.8
40,Oklahoma,1979,4,"2,151,000","1,298,825",60.4,"1,258,351",58.5,"40,474",3.1
41,Oregon,1979,4,"1,911,000","1,235,972",64.7,"1,151,636",60.3,"84,336",6.8
42,Pennsylvania,1979,4,"8,991,000","5,355,603",59.6,"4,988,480",55.5,"367,123",6.9
44,Rhode Island,1979,4,"719,000","461,294",64.2,"432,018",60.1,"29,276",6.3
45,South Carolina,1979,4,"2,158,000","1,371,928",63.6,"1,304,885",60.5,"67,043",4.9
46,South Dakota,1979,4,"492,000","326,337",66.3,"315,398",64.1,"10,939",3.4
47,Tennessee,1979,4,"3,314,000","2,020,900",61,"1,905,126",57.5,"115,774",5.7
48,Texas,1979,4,"9,797,000","6,429,400",65.6,"6,149,376",62.8,"280,024",4.4
49,Utah,1979,4,"922,000","599,408",65,"574,953",62.4,"24,455",4.1
50,Vermont,1979,4,"367,000","243,285",66.3,"231,066",63,"12,219",5
51,Virginia,1979,4,"3,812,000","2,519,664",66.1,"2,398,816",62.9,"120,848",4.8
53,Washington,1979,4,"2,914,000","1,899,765",65.2,"1,770,415",60.8,"129,350",6.8
54,West Virginia,1979,4,"1,427,000","750,054",52.6,"697,726",48.9,"52,328",7
55,Wisconsin,1979,4,"3,408,000","2,296,456",67.4,"2,196,020",64.4,"100,436",4.4
56,Wyoming,1979,4,"316,000","220,075",69.6,"215,095",68.1,"4,980",2.3
1,Alabama,1979,5,"2,786,000","1,657,348",59.5,"1,538,757",55.2,"118,591",7.2
2,Alaska,1979,5,"258,000","184,094",71.4,"167,613",65,"16,481",9
4,Arizona,1979,5,"1,897,000","1,142,299",60.2,"1,085,926",57.2,"56,373",4.9
5,Arkansas,1979,5,"1,644,000","973,245",59.2,"912,255",55.5,"60,990",6.3
6,California,1979,5,"17,151,000","11,215,470",65.4,"10,523,859",61.4,"691,611",6.2
37,Los Angeles County,1979,5,"5,545,000","3,645,288",65.7,"3,442,434",62.1,"202,854",5.6
8,Colorado,1979,5,"2,063,000","1,423,372",69,"1,358,892",65.9,"64,480",4.5
9,Connecticut,1979,5,"2,336,000","1,558,740",66.7,"1,479,863",63.4,"78,877",5.1
10,Delaware,1979,5,"439,000","280,171",63.8,"260,629",59.4,"19,542",7
11,District of Columbia,1979,5,"503,000","329,071",65.4,"306,038",60.8,"23,033",7
12,Florida,1979,5,"7,237,000","4,121,425",56.9,"3,872,289",53.5,"249,136",6
13,Georgia,1979,5,"3,817,000","2,456,837",64.4,"2,331,874",61.1,"124,963",5.1
15,Hawaii,1979,5,"642,000","427,577",66.6,"402,052",62.6,"25,525",6
16,Idaho,1979,5,"646,000","427,173",66.1,"402,772",62.3,"24,401",5.7
17,Illinois,1979,5,"8,414,000","5,428,521",64.5,"5,141,772",61.1,"286,749",5.3
18,Indiana,1979,5,"3,973,000","2,623,043",66,"2,467,901",62.1,"155,142",5.9
19,Iowa,1979,5,"2,141,000","1,416,441",66.2,"1,359,106",63.5,"57,335",4
20,Kansas,1979,5,"1,717,000","1,155,934",67.3,"1,121,000",65.3,"34,934",3
21,Kentucky,1979,5,"2,616,000","1,603,326",61.3,"1,516,746",58,"86,580",5.4
22,Louisiana,1979,5,"2,896,000","1,708,767",59,"1,597,000",55.1,"111,767",6.5
23,Maine,1979,5,"818,000","497,172",60.8,"463,991",56.7,"33,181",6.7
24,Maryland,1979,5,"3,112,000","2,103,534",67.6,"1,982,333",63.7,"121,201",5.8
25,Massachusetts,1979,5,"4,335,000","2,858,486",65.9,"2,701,000",62.3,"157,486",5.5
26,Michigan,1979,5,"6,711,000","4,307,552",64.2,"3,989,250",59.4,"318,302",7.4
27,Minnesota,1979,5,"2,950,000","2,030,558",68.8,"1,946,492",66,"84,066",4.1
28,Mississippi,1979,5,"1,746,000","1,017,521",58.3,"962,217",55.1,"55,304",5.4
29,Missouri,1979,5,"3,615,000","2,298,292",63.6,"2,195,762",60.7,"102,530",4.5
30,Montana,1979,5,"572,000","367,923",64.3,"348,774",61,"19,149",5.2
31,Nebraska,1979,5,"1,136,000","756,825",66.6,"735,624",64.8,"21,201",2.8
32,Nevada,1979,5,"563,000","398,307",70.7,"378,688",67.3,"19,619",4.9
33,New Hampshire,1979,5,"666,000","451,046",67.7,"437,802",65.7,"13,244",2.9
34,New Jersey,1979,5,"5,549,000","3,549,953",64,"3,307,628",59.6,"242,325",6.8
35,New Mexico,1979,5,"892,000","547,923",61.4,"511,835",57.4,"36,088",6.6
36,New York,1979,5,"13,277,000","7,973,393",60.1,"7,416,357",55.9,"557,036",7
51000,New York city,1979,5,"5,527,000","3,058,767",55.3,"2,791,929",50.5,"266,838",8.7
37,North Carolina,1979,5,"4,185,000","2,798,730",66.9,"2,665,947",63.7,"132,783",4.7
38,North Dakota,1979,5,"463,000","300,168",64.8,"287,561",62.1,"12,607",4.2
39,Ohio,1979,5,"7,943,000","5,048,181",63.6,"4,756,657",59.9,"291,524",5.8
40,Oklahoma,1979,5,"2,156,000","1,303,113",60.4,"1,262,744",58.6,"40,369",3.1
41,Oregon,1979,5,"1,916,000","1,239,744",64.7,"1,156,202",60.3,"83,542",6.7
42,Pennsylvania,1979,5,"8,997,000","5,355,093",59.5,"4,987,777",55.4,"367,316",6.9
44,Rhode Island,1979,5,"719,000","461,995",64.3,"432,588",60.2,"29,407",6.4
45,South Carolina,1979,5,"2,163,000","1,371,437",63.4,"1,306,124",60.4,"65,313",4.8
46,South Dakota,1979,5,"493,000","326,089",66.1,"315,342",64,"10,747",3.3
47,Tennessee,1979,5,"3,321,000","2,026,700",61,"1,909,052",57.5,"117,648",5.8
48,Texas,1979,5,"9,825,000","6,447,648",65.6,"6,165,789",62.8,"281,859",4.4
49,Utah,1979,5,"925,000","602,819",65.2,"577,108",62.4,"25,711",4.3
50,Vermont,1979,5,"368,000","243,176",66.1,"231,241",62.8,"11,935",4.9
51,Virginia,1979,5,"3,817,000","2,520,005",66,"2,401,429",62.9,"118,576",4.7
53,Washington,1979,5,"2,924,000","1,909,318",65.3,"1,781,246",60.9,"128,072",6.7
54,West Virginia,1979,5,"1,429,000","751,961",52.6,"698,457",48.9,"53,504",7.1
55,Wisconsin,1979,5,"3,412,000","2,299,119",67.4,"2,199,729",64.5,"99,390",4.3
56,Wyoming,1979,5,"318,000","221,089",69.5,"216,000",67.9,"5,089",2.3
1,Alabama,1979,6,"2,789,000","1,660,470",59.5,"1,540,401",55.2,"120,069",7.2
2,Alaska,1979,6,"258,000","183,993",71.3,"167,575",65,"16,418",8.9
4,Arizona,1979,6,"1,905,000","1,144,131",60.1,"1,089,245",57.2,"54,886",4.8
5,Arkansas,1979,6,"1,646,000","975,205",59.2,"914,014",55.5,"61,191",6.3
6,California,1979,6,"17,187,000","11,243,986",65.4,"10,553,509",61.4,"690,477",6.1
37,Los Angeles County,1979,6,"5,550,000","3,641,395",65.6,"3,440,329",62,"201,066",5.5
8,Colorado,1979,6,"2,069,000","1,432,078",69.2,"1,367,375",66.1,"64,703",4.5
9,Connecticut,1979,6,"2,338,000","1,560,733",66.8,"1,482,125",63.4,"78,608",5
10,Delaware,1979,6,"440,000","280,054",63.6,"260,674",59.2,"19,380",6.9
11,District of Columbia,1979,6,"503,000","328,937",65.4,"306,561",60.9,"22,376",6.8
12,Florida,1979,6,"7,263,000","4,130,138",56.9,"3,883,670",53.5,"246,468",6
13,Georgia,1979,6,"3,826,000","2,459,200",64.3,"2,336,738",61.1,"122,462",5
15,Hawaii,1979,6,"643,000","428,596",66.7,"403,723",62.8,"24,873",5.8
16,Idaho,1979,6,"648,000","427,690",66,"403,600",62.3,"24,090",5.6
17,Illinois,1979,6,"8,418,000","5,435,636",64.6,"5,150,508",61.2,"285,128",5.2
18,Indiana,1979,6,"3,977,000","2,624,380",66,"2,462,864",61.9,"161,516",6.2
19,Iowa,1979,6,"2,142,000","1,418,793",66.2,"1,360,921",63.5,"57,872",4.1
20,Kansas,1979,6,"1,718,000","1,157,131",67.4,"1,121,640",65.3,"35,491",3.1
21,Kentucky,1979,6,"2,619,000","1,609,979",61.5,"1,522,300",58.1,"87,679",5.4
22,Louisiana,1979,6,"2,901,000","1,717,070",59.2,"1,600,206",55.2,"116,864",6.8
23,Maine,1979,6,"819,000","497,593",60.8,"464,493",56.7,"33,100",6.7
24,Maryland,1979,6,"3,115,000","2,107,238",67.6,"1,985,502",63.7,"121,736",5.8
25,Massachusetts,1979,6,"4,338,000","2,858,486",65.9,"2,703,160",62.3,"155,326",5.4
26,Michigan,1979,6,"6,718,000","4,312,569",64.2,"3,989,027",59.4,"323,542",7.5
27,Minnesota,1979,6,"2,954,000","2,036,822",69,"1,951,085",66,"85,737",4.2
28,Mississippi,1979,6,"1,748,000","1,019,311",58.3,"964,001",55.1,"55,310",5.4
29,Missouri,1979,6,"3,618,000","2,300,960",63.6,"2,195,128",60.7,"105,832",4.6
30,Montana,1979,6,"572,000","369,124",64.5,"349,894",61.2,"19,230",5.2
31,Nebraska,1979,6,"1,137,000","757,441",66.6,"735,447",64.7,"21,994",2.9
32,Nevada,1979,6,"566,000","400,766",70.8,"380,828",67.3,"19,938",5
33,New Hampshire,1979,6,"667,000","451,960",67.8,"438,816",65.8,"13,144",2.9
34,New Jersey,1979,6,"5,554,000","3,554,174",64,"3,311,041",59.6,"243,133",6.8
35,New Mexico,1979,6,"895,000","549,553",61.4,"513,285",57.4,"36,268",6.6
36,New York,1979,6,"13,279,000","7,982,172",60.1,"7,421,428",55.9,"560,744",7
51000,New York city,1979,6,"5,524,000","3,060,392",55.4,"2,792,038",50.5,"268,354",8.8
37,North Carolina,1979,6,"4,191,000","2,799,839",66.8,"2,666,181",63.6,"133,658",4.8
38,North Dakota,1979,6,"464,000","300,371",64.7,"287,949",62.1,"12,422",4.1
39,Ohio,1979,6,"7,947,000","5,044,942",63.5,"4,751,142",59.8,"293,800",5.8
40,Oklahoma,1979,6,"2,160,000","1,307,910",60.6,"1,267,487",58.7,"40,423",3.1
41,Oregon,1979,6,"1,921,000","1,244,135",64.8,"1,160,822",60.4,"83,313",6.7
42,Pennsylvania,1979,6,"9,002,000","5,358,230",59.5,"4,988,822",55.4,"369,408",6.9
44,Rhode Island,1979,6,"720,000","462,750",64.3,"433,325",60.2,"29,425",6.4
45,South Carolina,1979,6,"2,167,000","1,371,649",63.3,"1,307,105",60.3,"64,544",4.7
46,South Dakota,1979,6,"493,000","326,008",66.1,"315,397",64,"10,611",3.3
47,Tennessee,1979,6,"3,327,000","2,033,452",61.1,"1,913,807",57.5,"119,645",5.9
48,Texas,1979,6,"9,854,000","6,468,922",65.6,"6,184,122",62.8,"284,800",4.4
49,Utah,1979,6,"927,000","606,193",65.4,"579,239",62.5,"26,954",4.4
50,Vermont,1979,6,"368,000","243,283",66.1,"231,511",62.9,"11,772",4.8
51,Virginia,1979,6,"3,823,000","2,522,473",66,"2,405,052",62.9,"117,421",4.7
53,Washington,1979,6,"2,933,000","1,919,333",65.4,"1,791,624",61.1,"127,709",6.7
54,West Virginia,1979,6,"1,430,000","754,426",52.8,"699,580",48.9,"54,846",7.3
55,Wisconsin,1979,6,"3,417,000","2,303,504",67.4,"2,203,546",64.5,"99,958",4.3
56,Wyoming,1979,6,"319,000","222,219",69.7,"216,909",68,"5,310",2.4
1,Alabama,1979,7,"2,793,000","1,663,440",59.6,"1,542,100",55.2,"121,340",7.3
2,Alaska,1979,7,"258,000","184,087",71.4,"167,608",65,"16,479",9
4,Arizona,1979,7,"1,914,000","1,148,329",60,"1,094,122",57.2,"54,207",4.7
5,Arkansas,1979,7,"1,649,000","977,184",59.3,"915,721",55.5,"61,463",6.3
6,California,1979,7,"17,223,000","11,281,439",65.5,"10,588,578",61.5,"692,861",6.1
37,Los Angeles County,1979,7,"5,555,000","3,643,650",65.6,"3,443,476",62,"200,174",5.5
8,Colorado,1979,7,"2,076,000","1,440,989",69.4,"1,375,366",66.3,"65,623",4.6
9,Connecticut,1979,7,"2,340,000","1,563,475",66.8,"1,484,854",63.5,"78,621",5
10,Delaware,1979,7,"440,000","280,456",63.7,"261,131",59.3,"19,325",6.9
11,District of Columbia,1979,7,"502,000","329,069",65.6,"307,213",61.2,"21,856",6.6
12,Florida,1979,7,"7,289,000","4,141,442",56.8,"3,896,867",53.5,"244,575",5.9
13,Georgia,1979,7,"3,834,000","2,463,188",64.2,"2,342,425",61.1,"120,763",4.9
15,Hawaii,1979,7,"645,000","429,561",66.6,"405,290",62.8,"24,271",5.7
16,Idaho,1979,7,"649,000","428,599",66,"404,583",62.3,"24,016",5.6
17,Illinois,1979,7,"8,422,000","5,447,782",64.7,"5,160,721",61.3,"287,061",5.3
18,Indiana,1979,7,"3,981,000","2,628,259",66,"2,459,156",61.8,"169,103",6.4
19,Iowa,1979,7,"2,143,000","1,421,449",66.3,"1,362,748",63.6,"58,701",4.1
20,Kansas,1979,7,"1,720,000","1,159,424",67.4,"1,123,323",65.3,"36,101",3.1
21,Kentucky,1979,7,"2,622,000","1,616,565",61.7,"1,527,561",58.3,"89,004",5.5
22,Louisiana,1979,7,"2,907,000","1,726,069",59.4,"1,604,983",55.2,"121,086",7
23,Maine,1979,7,"820,000","498,424",60.8,"465,360",56.8,"33,064",6.6
24,Maryland,1979,7,"3,118,000","2,110,972",67.7,"1,988,685",63.8,"122,287",5.8
25,Massachusetts,1979,7,"4,342,000","2,858,056",65.8,"2,704,268",62.3,"153,788",5.4
26,Michigan,1979,7,"6,725,000","4,320,426",64.2,"3,989,015",59.3,"331,411",7.7
27,Minnesota,1979,7,"2,958,000","2,044,529",69.1,"1,957,033",66.2,"87,496",4.3
28,Mississippi,1979,7,"1,750,000","1,021,597",58.4,"965,445",55.2,"56,152",5.5
29,Missouri,1979,7,"3,621,000","2,304,789",63.7,"2,195,283",60.6,"109,506",4.8
30,Montana,1979,7,"573,000","370,126",64.6,"350,855",61.2,"19,271",5.2
31,Nebraska,1979,7,"1,138,000","758,280",66.6,"735,647",64.6,"22,633",3
32,Nevada,1979,7,"569,000","403,309",70.9,"383,155",67.3,"20,154",5
33,New Hampshire,1979,7,"669,000","453,439",67.8,"440,102",65.8,"13,337",2.9
34,New Jersey,1979,7,"5,559,000","3,560,221",64,"3,315,363",59.6,"244,858",6.9
35,New Mexico,1979,7,"897,000","551,580",61.5,"514,984",57.4,"36,596",6.6
36,New York,1979,7,"13,282,000","7,995,247",60.2,"7,428,759",55.9,"566,488",7.1
51000,New York city,1979,7,"5,521,000","3,063,536",55.5,"2,794,688",50.6,"268,848",8.8
37,North Carolina,1979,7,"4,198,000","2,803,326",66.8,"2,668,139",63.6,"135,187",4.8
38,North Dakota,1979,7,"464,000","300,658",64.8,"288,409",62.2,"12,249",4.1
39,Ohio,1979,7,"7,952,000","5,046,005",63.5,"4,749,074",59.7,"296,931",5.9
40,Oklahoma,1979,7,"2,164,000","1,312,910",60.7,"1,272,438",58.8,"40,472",3.1
41,Oregon,1979,7,"1,926,000","1,248,515",64.8,"1,165,082",60.5,"83,433",6.7
42,Pennsylvania,1979,7,"9,008,000","5,365,109",59.6,"4,992,374",55.4,"372,735",6.9
44,Rhode Island,1979,7,"720,000","463,645",64.4,"434,265",60.3,"29,380",6.3
45,South Carolina,1979,7,"2,171,000","1,373,046",63.2,"1,308,273",60.3,"64,773",4.7
46,South Dakota,1979,7,"493,000","326,175",66.2,"315,609",64,"10,566",3.2
47,Tennessee,1979,7,"3,334,000","2,040,268",61.2,"1,918,976",57.6,"121,292",5.9
48,Texas,1979,7,"9,882,000","6,493,062",65.7,"6,206,713",62.8,"286,349",4.4
49,Utah,1979,7,"930,000","609,374",65.5,"581,431",62.5,"27,943",4.6
50,Vermont,1979,7,"369,000","243,641",66,"231,912",62.8,"11,729",4.8
51,Virginia,1979,7,"3,828,000","2,527,217",66,"2,410,122",63,"117,095",4.6
53,Washington,1979,7,"2,943,000","1,929,147",65.6,"1,801,039",61.2,"128,108",6.6
54,West Virginia,1979,7,"1,432,000","757,033",52.9,"700,851",48.9,"56,182",7.4
55,Wisconsin,1979,7,"3,421,000","2,309,605",67.5,"2,208,235",64.5,"101,370",4.4
56,Wyoming,1979,7,"320,000","223,447",69.8,"217,892",68.1,"5,555",2.5
1,Alabama,1979,8,"2,796,000","1,666,328",59.6,"1,543,883",55.2,"122,445",7.3
2,Alaska,1979,8,"258,000","184,312",71.4,"167,730",65,"16,582",9
4,Arizona,1979,8,"1,921,000","1,155,250",60.1,"1,100,860",57.3,"54,390",4.7
